INI File,Section,Key,Value Type,Default Value,Adds to list,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimPoweredEffect,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimPoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimTwo,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimTwoDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimTwoGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimTwoX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimTwoY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimTwoZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimTwoYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimTwoPowered,boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimTwoPoweredLight,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimTwoPoweredEffect,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimTwoPoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimThree,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimThreeDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimThreeGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimThreeX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimThreeY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimThreeZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimThreeYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimThreePowered,boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimThreePoweredLight,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimThreePoweredEffect,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimThreePoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimFour,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimFourDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimFourGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimFourX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimFourY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimFourZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimFourYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimFourPowered,boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimFourPoweredLight,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimFourPoweredEffect,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ActiveAnimFourPoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ProductionAnim,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ProductionAnimDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ProductionAnimGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ProductionAnimX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ProductionAnimY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ProductionAnimZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ProductionAnimYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ProductionAnimPowered(This tag doesn't actually exist.),boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ProductionAnimPoweredLight(This tag doesn't actually exist.),boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ProductionAnimPoweredEffect(This tag doesn't actually exist.),boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ProductionAnimPoweredSpecial(This tag doesn't actually exist.),boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PreProductionAnim,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PreProductionAnimDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PreProductionAnimGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PreProductionAnimX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PreProductionAnimY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PreProductionAnimZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PreProductionAnimYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PreProductionAnimPowered(This tag doesn't actually exist.),boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PreProductionAnimPoweredLight(This tag doesn't actually exist.),boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PreProductionAnimPoweredEffect(This tag doesn't actually exist.),boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PreProductionAnimPoweredSpecial(This tag doesn't actually exist.),boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnim,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimPowered,boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimPoweredLight,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimPoweredEffect,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimPoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimTwo,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimTwoDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimTwoGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimTwoX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimTwoY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimTwoZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimTwoYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimTwoPowered,boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimTwoPoweredLight,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimTwoPoweredEffect,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimTwoPoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimThree,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimThreeDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimThreeGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimThreeX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimThreeY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimThreeZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimThreeYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimThreePowered,boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimThreePoweredLight,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimThreePoweredEffect,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimThreePoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimFour,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimFourDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimFourGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimFourX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimFourY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimFourZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimFourYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimFourPowered,boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimFourPoweredLight,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimFourPoweredEffect,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialAnimFourPoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnim,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimPowered,boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimPoweredLight,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimPoweredEffect,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimPoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimTwo,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimTwoDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimTwoGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimTwoX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimTwoY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimTwoZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimTwoYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimTwoPowered,boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimTwoPoweredLight,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimTwoPoweredEffect,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimTwoPoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimThree,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimThreeDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimThreeGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimThreeX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimThreeY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimThreeZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimThreeYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimThreePowered,boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimThreePoweredLight,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimThreePoweredEffect,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimThreePoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimFour,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimFourDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimFourGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimFourX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimFourY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimFourZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimFourYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimFourPowered,boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimFourPoweredLight,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimFourPoweredEffect,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperAnimFourPoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,IdleAnim,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,IdleAnimDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,IdleAnimGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,IdleAnimX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,IdleAnimY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,IdleAnimZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,IdleAnimYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,IdleAnimPowered,boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,IdleAnimPoweredLight,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,IdleAnimPoweredEffect,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,IdleAnimPoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,LowPower,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,LowPowerDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,LowPowerGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,LowPowerX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,LowPowerY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,LowPowerZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,LowPowerYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,LowPowerPowered,boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,LowPowerPoweredLight,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,LowPowerPoweredEffect,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,LowPowerPoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperLowPower,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperLowPowerDamaged,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperLowPowerGarrisoned,filename.anim,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperLowPowerX,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperLowPowerY,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperLowPowerZAdjust,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperLowPowerYSort,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperLowPowerPowered,boolean,1,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperLowPowerPoweredLight,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperLowPowerPoweredEffect,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SuperLowPowerPoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PowerUpXAnim,filename.anim,"""""",,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PowerUpXDamagedAnim,filename.anim,"""""",,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PowerUpXLocXX,int,?,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PowerUpXLocYY,int,?,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PowerUpXLocZZ,int,?,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,PowerUpXYSort,int,?,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,DeployingAnim,filename.anim,"""""",,,,,,,,,,,,,,,
Art(md).ini,Object's Image,RoofDeployingAnim,filename.anim,"""""",,,,,,,,,,,,,,,
Art(md).ini,Object's Image,DoorAnim,filename.anim,"""""",,,,,,,,,,,,,,,
Art(md).ini,Object's Image,UnderDoorAnim,filename.anim,"""""",,,,,,,,,,,,,,,
Art(md).ini,Object's Image,Rubble,filename.anim,"""""",,,,,,,,,,,,,,,
Art(md).ini,Object's Image,UnderRoofDoorAnim,filename.anim,"""""",,,,,,,,,,,,,,,
Art(md).ini,Object's Image,SpecialZOverlay,filename.anim,"""""",,,,,,,,,,,,,,,
Art(md).ini,Object's Image,BibShape,filename.anim,"""""",,,,,,,,,,,,,,,
Art(md).ini,Object's Image,Image,filename.anim,Self->Image,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ToTile,Terrain Tile Name,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,BuildCat,BuildCategory,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,AntiInfantryValue,int,?,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,AntiArmorValue,int,?,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,AntiAirValue,int,?,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,HasSpotlight,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,HalfDamageSmokeLocation1,XYZ,{0;0;0},,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,HalfDamageSmokeLocation2,XYZ,{0;0;0},,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Radar,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SpySat,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,WaterBound,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Adjacent,int,3,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Capturable,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Powered,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,PoweredSpecial,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Overpowerable,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Spyable,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,CanC4,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,WantsExtraSpace,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Bib,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Unsellable,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ClickRepairable,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,CanBeOccupied,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,CanOccupyFire,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ShowOccupantPips,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,MaxNumberOccupants,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,NumImpassableRows,int,-1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ProduceCashStartup,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ProduceCashAmount,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ProduceCashDelay,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,InfantryGainSelfHeal,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,UnitsGainSelfHeal,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RefinerySmokeFrames,int,25,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,BaseNormal,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,EligibileForAllyBuilding,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,EligibleForDelayKill,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,NeedsEngineer,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,CaptureEvaEvent,EVAVoice,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ProtectWithWall,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Wall,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Weeder,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Helipad,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,OrePurifier,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,FactoryPlant,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Factory,AbstractID,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,FreeUnit,VehicleType,0,+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,HoverPad,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,IsTemple,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,IsPlug,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SecretInfantry,InfantryType,0,+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SecretUnit,VehicleType,0,+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SecretBuilding,BuildingType,0,+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,InfantryCostBonus,float,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,UnitsCostBonus,float,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,AircraftCostBonus,float,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,BuildingsCostBonus,float,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DefensesCostBonus,float,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TogglePower,boolean,1,,,,,,,,,,,,,,,
