INI File,Section,Key,Value Type,Default Value,Adds to list,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,VoiceEnter,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,VoiceCapture,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,CloakStop,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Storage,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,BuildLimit,int,2147483647,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Category,Category,-1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Dock,vector<BuildingType>,{},+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DeploysInto,BuildingType,0,+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,UndeploysInto,VehicleType,0,+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,PowersUnit,VehicleType,0,+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,PoweredUnit,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,LightningRod,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ManualReload,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TurretSpins,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TiltCrashJumpjet,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Turret,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TurretRotateSound,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,EnterTransportSound,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,LeaveTransportSound,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,MoveSound,vector<Sound>,{},,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DieSound,vector<Sound>,{},,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DeploySound,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,UndeploySound,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ChronoInSound,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ChronoOutSound,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,VoiceHarvest,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,VoicePrimaryWeaponAttack,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,VoicePrimaryEliteWeaponAttack,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,VoiceSecondaryWeaponAttack,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,VoiceSecondaryEliteWeaponAttack,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,VoiceDeploy,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,VoiceUndeploy,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,EnterGrinderSound,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,LeaveGrinderSound,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,EnterBioReactorSound,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,LeaveBioReactorSound,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ActivateSound,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DeactivateSound,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,MindClearedSound,Sound,"""""",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Explosion,vector<Animation>,{},+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DestroyAnim,vector<Animation>,{},+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,NaturalParticleSystem,ParticleSystem,0,+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RefinerySmokeParticleSystem,ParticleSystem,0,+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,NaturalParticleLocation,XYZ,{0;0;0},,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DamageParticleSystems,vector<ParticleSystem>,{},+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DestroyParticleSystems,vector<ParticleSystem>,{},+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DamageSmokeOffset,XYZ,{0;0;0},,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DamSmkOffScrnRel,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DestroySmokeOffset,XYZ,{0;0;0},,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RefinerySmokeOffsetOne,XYZ,{0;0;0},,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RefinerySmokeOffsetTwo,XYZ,{0;0;0},,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RefinerySmokeOffsetThree,XYZ,{0;0;0},,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RefinerySmokeOffsetFour,XYZ,{0;0;0},,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Nominal,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DontScore,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DamageSelf,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Cloakable,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,GapGenerator,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,GapRadiusInCells,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SuperGapRadiusInCells,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Teleporter,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Sensors,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,IsGattling,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,WeaponStages,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RateUp,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RateDown,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,StageX,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,EliteStageX,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,PipScale,PipScale,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,PipsDrawForAll,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,LeptonMindControlOffset,boolean,70,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,PixelSelectionBracketDelta,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,PipWrap,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Prerequisite,vector<Prerequisite>,{},,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,PrerequisiteOverride,vector<Prerequisite>,{},,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Sight,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ReselectIfLimboed,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RejoinTeamIfLimboed,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SensorsSight,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DetectDisguiseRange,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,BombSight,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,LeadershipRating,int,5,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,MindControlRingOffset,int,140,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,BuildTimeMultiplier,float,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RevealToAll,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Drainable,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,OpenTopped,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ResourceGatherer,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ResourceDestination,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,CanDisguise,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,PermaDisguise,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DetectDisguise,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DisguiseWhenStill,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,CanPassiveAquire,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,CanRetaliate,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,CanApproachTarget,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,CanRecalcApproachTarget,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RequiresStolenThirdTech,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RequiresStolenSovietTech,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RequiresStolenAlliedTech,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RequiredHouses,House[32],-1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SecretHouses,House[32],-1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ForbiddenHouses,House[32],-1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TechLevel,int,255,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,AirstrikeTeam,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,EliteAirstrikeTeam,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,AirstrikeTeamType,AircraftType,0,+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,EliteAirstrikeTeamType,AircraftType,0,+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,AirstrikeRechargeTime,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,EliteAirstrikeRechargeTime,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Speed,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Cost,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Soylent,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,UnloadingClass,VehicleType,0,+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DeployingAnim,Animation,0,+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,InitialAmmo,int,-1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Ammo,int,-1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,IFVMode,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,AirRangeBonus,float,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RadialFireSegments,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DeployFireWeapon,int,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DeployFire,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DeployToLand,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,MobileFire,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,OpportunityFire,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DistributedFire,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Reload,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,EmptyReload,int,-1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ReloadIncrement,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DamageReducesReadiness,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ReadinessReductionMultiplier,float,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,BerserkFriendly,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SprayAttack,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Pushy,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Natural,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Unnatural,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,CloseRange,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,PreventAttackMove,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Points,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ThreatPosed,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Owner,House[32],{},,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,AIBasePlanningSide,int,-1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Trainable,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Crewed,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Gunner,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Naval,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Repairable,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Invisible,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,RadarVisible,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SelfHealing,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,NoAutoFire,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ROT,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Passengers,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,FireAngle,int,8,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DeployTime,float,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,UndeployDelay,int,-1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Disableable,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ToProtect,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TiberiumHeal,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ImmuneToVeins,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,AllowedToStartInMultiplayer,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,StupidHunt,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TargetLaser,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,HunterSeeker,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Crusher,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,OmniCrusher,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,OmniCrushResistant,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,AutoCrush,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ImmuneToRadiation,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Underwater,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,BalloonHover,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Slaved,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Enslaves,InfantryType,0,+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SlaveRegenRate,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SlavesNumber,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SlaveReloadRate,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,OpenTransportWeapon,int,-1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Spawned,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Spawns,AircraftType,0,+,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SpawnRegenRate,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SpawnsNumber,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SpawnReloadRate,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,MissileSpawn,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,DefaultToGuardArea,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Warpable,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Parasiteable,boolean,?,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ImmuneToPsionics,boolean,?,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ImmuneToPsionicWeapons,boolean,?,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ConsideredAircraft,boolean,?,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Bunkerable,boolean,?,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Organic,boolean,?,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ImmuneToPoison,boolean,?,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SuppressionThreshold,float,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,NoShadow,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,JumpjetTurnRate,int,4,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,JumpjetSpeed,float,14,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,JumpjetClimb,float,5,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,JumpjetCrash,float,5,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,JumpjetHeight,int,500,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,JumpjetAccel,float,2,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,JumpjetWobbles,float,0.15,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,JumpjetNoWobbles,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,JumpjetDeviation,int,40,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,JumpJet,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Crashable,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,AttackFriendlies,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,AttackCursorOnFriendlies,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TurretRecoil,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TurretTravel,int,2,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TurretCompressFrames,int,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TurretHoldFrames,int,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TurretRecoverFrames,int,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,BarrelTravel,int,2,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,BarrelCompressFrames,int,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,BarrelHoldFrames,int,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,BarrelRecoverFrames,int,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TiltsWhenCrushes,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,Accelerates,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ZFudgeCliff,int,10,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ZFudgeColumn,int,5,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ZFudgeTunnel,int,10,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,ZFudgeBridge,int,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,VeteranAbilities,vector<Abilities>,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,EliteAbilities,vector<Abilities>,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,MyEffectivenessCoefficient,float,"[General]→
MyEffectivenessCoefficientDefault",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TargetEffectivenessCoefficient,float,"[General]→
TargetEffectivenessCoefficientDefault",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TargetSpecialThreatCoefficient,float,"[General]→
TargetSpecialThreatCoefficientDefault",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TargetStrengthCoefficient,float,"[General]→
TargetStrengthCoefficientDefault",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,TargetDistanceCoefficient,float,"[General]→
TargetDistanceCoefficientDefault",,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,SpecialThreatValue,float,0,,,,,,,,,,,,,,,
Rules(md).ini,Object's ID,IsSelectableCombatant,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's ID,UseBuffer,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,Palette,filename.pal,?,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,TurretOffset,XYZ,{0;0;0},,,,,,,,,,,,,,,
Art(md).ini,Object's Image,RotCount,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,Remapable,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,Normalized,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,VisibleLoad,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,ShadowIndex,int,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,DisableVoxelCache,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,DisableShadowCache,boolean,0,,,,,,,,,,,,,,,
Art(md).ini,Object's Image,Cameo,filename.shp,"""""",,,,,,,,,,,,,,,
