INI File,Section,Key,Value Type,Default Value,Adds to list,,,,,,,,,,,,,,
Rules(md).ini,[General],SecretInfantry,vector<InfantryType>,{},+,,,,,,,,,,,,,,
Rules(md).ini,[General],SecretUnits,vector<VehicleType>,{},+,,,,,,,,,,,,,,
Rules(md).ini,[General],SecretBuildings,vector<BuildingType>,{},+,,,,,,,,,,,,,,
Rules(md).ini,[General],ChronoDelay,int,60,,,,,,,,,,,,,,,
Rules(md).ini,[General],ChronoReinfDelay,int,60,,,,,,,,,,,,,,,
Rules(md).ini,[General],ChronoDistanceFactor,int,32,,,,,,,,,,,,,,,
Rules(md).ini,[General],ChronoTrigger,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],ChronoMinimumDelay,int,0,,,,,,,,,,,,,,,
Rules(md).ini,[General],ChronoRangeMinimum,int,0,,,,,,,,,,,,,,,
Rules(md).ini,[General],AlliedDisguise,InfantryType,0,+,,,,,,,,,,,,,,
Rules(md).ini,[General],SovietDisguise,InfantryType,0,+,,,,,,,,,,,,,,
Rules(md).ini,[General],ThirdDisguise,InfantryType,0,+,,,,,,,,,,,,,,
Rules(md).ini,[General],SpyPowerBlackout,int,0,,,,,,,,,,,,,,,
Rules(md).ini,[General],SpyMoneyStealPercent,float,0.05,,,,,,,,,,,,,,,
Rules(md).ini,[General],AttackCursorOnDisguise,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,[General],PurifierBonus,float,0.25,,,,,,,,,,,,,,,
Rules(md).ini,[General],Engineer,InfantryType,0,+,,,,,,,,,,,,,,
Rules(md).ini,[General],Technician,InfantryType,0,+,,,,,,,,,,,,,,
Rules(md).ini,[General],Pilot,InfantryType,0,+,,,,,,,,,,,,,,
Rules(md).ini,[General],AlliedCrew,InfantryType,0,+,,,,,,,,,,,,,,
Rules(md).ini,[General],SovietCrew,InfantryType,0,+,,,,,,,,,,,,,,
Rules(md).ini,[General],ThirdCrew,InfantryType,0,+,,,,,,,,,,,,,,
Rules(md).ini,[General],CurleyShuffle,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,[General],FineDiffControl,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,[General],TeamDelays,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIHateDelays,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIAlternateProductionCreditCutoff,int,1000,,,,,,,,,,,,,,,
Rules(md).ini,[General],AIUseTurbineUpgradeProbability,float,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],NodAIBuildsWalls,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],AIBuildsWalls,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],FillEarliestTeamProbability,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],MinimumAIDefensiveTeams,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],MaximumAIDefensiveTeams,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],TotalAITeamCap,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],UseMinDefenseRule,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],DissolveUnfilledTeamDelay,int,5000,,,,,,,,,,,,,,,
Rules(md).ini,[General],AISafeDistance,int,8,,,,,,,,,,,,,,,
Rules(md).ini,[General],AIMinorSuperReadyPercent,float,0.8,,,,,,,,,,,,,,,
Rules(md).ini,[General],HarvesterTooFarDistance,int,5,,,,,,,,,,,,,,,
Rules(md).ini,[General],ChronoHarvTooFarDistance,int,50,,,,,,,,,,,,,,,
Rules(md).ini,[General],AlliedBaseDefenseCounts,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],SovietBaseDefenseCounts,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],ThirdBaseDefenseCounts,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIPickWallDefensePercent,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIRestrictReplaceTime,int,500,,,,,,,,,,,,,,,
Rules(md).ini,[General],ThreatPerOccupant,int,5,,,,,,,,,,,,,,,
Rules(md).ini,[General],ApproachTargetResetMultiplier,int,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],CampaignMoneyDeltaEasy,int,5000,,,,,,,,,,,,,,,
Rules(md).ini,[General],CampaignMoneyDeltaHard,int,-5000,,,,,,,,,,,,,,,
Rules(md).ini,[General],GuardAreaTargetingDelay,int,36,,,,,,,,,,,,,,,
Rules(md).ini,[General],NormalTargetingDelay,int,27,,,,,,,,,,,,,,,
Rules(md).ini,[General],AINavalYardAdjacency,int,20,,,,,,,,,,,,,,,
Rules(md).ini,[General],DisabledDisguiseDetectionPercent,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIAutoDeployFrameDelay,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],MaximumBuildingPlacementFailures,int,5,,,,,,,,,,,,,,,
Rules(md).ini,[General],TiberiumShortScan,float,1536,,,,,,,,,,,,,,,
Rules(md).ini,[General],TiberiumLongScan,float,8192,,,,,,,,,,,,,,,
Rules(md).ini,[General],SlaveMinerShortScan,float,1280,,,,,,,,,,,,,,,
Rules(md).ini,[General],SlaveMinerSlaveScan,float,4096,,,,,,,,,,,,,,,
Rules(md).ini,[General],SlaveMinerLongScan,float,20480,,,,,,,,,,,,,,,
Rules(md).ini,[General],SlaveMinerScanCorrection,float,768,,,,,,,,,,,,,,,
Rules(md).ini,[General],SlaveMinerKickFrameDelay,int,,,,,,,,,,,,,,,,
Rules(md).ini,[General],AISuperDefenseProbability,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AISuperDefenseFrames,int,25,,,,,,,,,,,,,,,
Rules(md).ini,[General],AISuperDefenseDistance,float,10,,,,,,,,,,,,,,,
Rules(md).ini,[General],AICaptureNormal,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AICaptureWounded,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AICaptureLowPower,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AICaptureLowMoney,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AICaptureLowMoneyMark,int,?,,,,,,,,,,,,,,,
Rules(md).ini,[General],AICaptureWoundedMark,float,?,,,,,,,,,,,,,,,
Rules(md).ini,[General],MultiplayerAICM,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIVirtualPurifiers,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AISlaveMinerNumber,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],HarvestersPerRefinery,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIExtraRefineries,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AmerParaDropInf,vector<InfantryType>,{},+,,,,,,,,,,,,,,
Rules(md).ini,[General],AmerParaDropNum,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AllyParaDropInf,vector<InfantryType>,{},+,,,,,,,,,,,,,,
Rules(md).ini,[General],AllyParaDropNum,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],SovParaDropInf,vector<InfantryType>,{},+,,,,,,,,,,,,,,
Rules(md).ini,[General],SovParaDropNum,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],YuriParaDropInf,vector<InfantryType>,{},+,,,,,,,,,,,,,,
Rules(md).ini,[General],YuriParaDropNum,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AnimToInfantry,vector<InfantryType>,{},+,,,,,,,,,,,,,,
Rules(md).ini,[General],AIIonCannonConYardValue,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIIonCannonWarFactoryValue,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIIonCannonPowerValue,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIIonCannonTechCenterValue,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIIonCannonEngineerValue,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIIonCannonThiefValue,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIIonCannonHarvesterValue,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIIonCannonMCVValue,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIIonCannonAPCValue,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIIonCannonBaseDefenseValue,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIIonCannonPlugValue,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIIonCannonHelipadValue,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],AIIonCannonTempleValue,vector<int>,{},,,,,,,,,,,,,,,
Rules(md).ini,[General],CloakDelay,float,?,,,,,,,,,,,,,,,
Rules(md).ini,[General],GameSpeedBias,float,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],BaseBias,float,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],SeparateAircraft,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,[General],BaseDefenseDelay,float,0.25,,,,,,,,,,,,,,,
Rules(md).ini,[General],SuspendPriority,int,20,,,,,,,,,,,,,,,
Rules(md).ini,[General],SuspendDelay,float,2,,,,,,,,,,,,,,,
Rules(md).ini,[General],SurvivorRate,int,0.5,,,,,,,,,,,,,,,
Rules(md).ini,[General],AlliedSurvivorDivisor,int,200,,,,,,,,,,,,,,,
Rules(md).ini,[General],SovietSurvivorDivisor,int,300,,,,,,,,,,,,,,,
Rules(md).ini,[General],ThirdSurvivorDivisor,int,?,,,,,,,,,,,,,,,
Rules(md).ini,[General],ReloadRate,float,0.05,,,,,,,,,,,,,,,
Rules(md).ini,[General],BuildupTime,float,0.05,,,,,,,,,,,,,,,
Rules(md).ini,[General],HarvesterDumpRate,float,0.016,,,,,,,,,,,,,,,
Rules(md).ini,[General],HarvesterLoadRate,int,2,,,,,,,,,,,,,,,
Rules(md).ini,[General],BuildSpeed,float,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],DamageDelay,float,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],GrowthRate,float,0.05,,,,,,,,,,,,,,,
Rules(md).ini,[General],RefundPercent,float,0.5,,,,,,,,,,,,,,,
Rules(md).ini,[General],RepairPercent,float,0.25,,,,,,,,,,,,,,,
Rules(md).ini,[General],RepairStep,int,5,,,,,,,,,,,,,,,
Rules(md).ini,[General],IRepairStep,int,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],RepairRate,float,0.016,,,,,,,,,,,,,,,
Rules(md).ini,[General],URepairRate,float,0.016,,,,,,,,,,,,,,,
Rules(md).ini,[General],IRepairRate,float,0.016,,,,,,,,,,,,,,,
Rules(md).ini,[General],Stray,float,512,,,,,,,,,,,,,,,
Rules(md).ini,[General],RelaxedStray,float,512,,,,,,,,,,,,,,,
Rules(md).ini,[General],GuardModeStray,float,?,,,,,,,,,,,,,,,
Rules(md).ini,[General],CloseEnough,float,640,,,,,,,,,,,,,,,
Rules(md).ini,[General],BlendedFog,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],AttackingAircraftSightRange,int,5,,,,,,,,,,,,,,,
Rules(md).ini,[General],LeptonsPerSightIncrease,int,50,,,,,,,,,,,,,,,
Rules(md).ini,[General],TiberiumTransmogrify,int,?,,,,,,,,,,,,,,,
Rules(md).ini,[General],LightningDeferment,int,250,,,,,,,,,,,,,,,
Rules(md).ini,[General],LightningDamage,int,200,,,,,,,,,,,,,,,
Rules(md).ini,[General],LightningStormDuration,int,900,,,,,,,,,,,,,,,
Rules(md).ini,[General],LightningHitDelay,int,90,,,,,,,,,,,,,,,
Rules(md).ini,[General],LightningScatterDelay,int,10,,,,,,,,,,,,,,,
Rules(md).ini,[General],LightningCellSpread,int,10,,,,,,,,,,,,,,,
Rules(md).ini,[General],LightningSeparation,int,3,,,,,,,,,,,,,,,
Rules(md).ini,[General],LightningWarhead,WarheadType,0,,,,,,,,,,,,,,,
Rules(md).ini,[General],LightningPrintText,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],ForceShieldRadius,int,10,,,,,,,,,,,,,,,
Rules(md).ini,[General],ForceShieldDuration,int,400,,,,,,,,,,,,,,,
Rules(md).ini,[General],ForceShieldBlackoutDuration,int,800,,,,,,,,,,,,,,,
Rules(md).ini,[General],ForceShieldPlayFadeSoundTime,int,50,,,,,,,,,,,,,,,
Rules(md).ini,[General],MutateExplosion,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,[General],PrismType,BuildingType,0,+,,,,,,,,,,,,,,
Rules(md).ini,[General],PrismSupportModifier,float,100,,,,,,,,,,,,,,,
Rules(md).ini,[General],PrismSupportMax,int,8,,,,,,,,,,,,,,,
Rules(md).ini,[General],PrismSupportDelay,int,100,,,,,,,,,,,,,,,
Rules(md).ini,[General],PrismSupportDuration,int,15,,,,,,,,,,,,,,,
Rules(md).ini,[General],PrismSupportHeight,int,300,,,,,,,,,,,,,,,
Rules(md).ini,[General],V3RocketPauseFrames,int,0,,,,,,,,,,,,,,,
Rules(md).ini,[General],V3RocketTiltFrames,int,60,,,,,,,,,,,,,,,
Rules(md).ini,[General],V3RocketPitchInitial,float,0,,,,,,,,,,,,,,,
Rules(md).ini,[General],V3RocketPitchFinal,float,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],V3RocketTurnRate,float,0.05,,,,,,,,,,,,,,,
Rules(md).ini,[General],V3RocketRaiseRate,float,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],V3RocketAcceleration,float,0.04,,,,,,,,,,,,,,,
Rules(md).ini,[General],V3RocketAltitude,int,768,,,,,,,,,,,,,,,
Rules(md).ini,[General],V3RocketDamage,int,1000,,,,,,,,,,,,,,,
Rules(md).ini,[General],V3RocketEliteDamage,int,1000,,,,,,,,,,,,,,,
Rules(md).ini,[General],V3RocketBodyLength,int,256,,,,,,,,,,,,,,,
Rules(md).ini,[General],V3RocketLazyCurve,boolean,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],V3RocketType,AircraftType,0,+,,,,,,,,,,,,,,
Rules(md).ini,[General],DMislPauseFrames,int,10,,,,,,,,,,,,,,,
Rules(md).ini,[General],DMislTiltFrames,int,60,,,,,,,,,,,,,,,
Rules(md).ini,[General],DMislPitchInitial,float,0,,,,,,,,,,,,,,,
Rules(md).ini,[General],DMislPitchFinal,float,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],DMislTurnRate,float,0.05,,,,,,,,,,,,,,,
Rules(md).ini,[General],DMislRaiseRate,float,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],DMislAcceleration,float,0.04,,,,,,,,,,,,,,,
Rules(md).ini,[General],DMislAltitude,int,768,,,,,,,,,,,,,,,
Rules(md).ini,[General],DMislDamage,int,1000,,,,,,,,,,,,,,,
Rules(md).ini,[General],DMislEliteDamage,int,1000,,,,,,,,,,,,,,,
Rules(md).ini,[General],DMislBodyLength,int,128,,,,,,,,,,,,,,,
Rules(md).ini,[General],DMislLazyCurve,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,[General],DMislType,AircraftType,0,+,,,,,,,,,,,,,,
Rules(md).ini,[General],CMislPauseFrames,int,10,,,,,,,,,,,,,,,
Rules(md).ini,[General],CMislTiltFrames,int,30,,,,,,,,,,,,,,,
Rules(md).ini,[General],CMislPitchInitial,float,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],CMislPitchFinal,float,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],CMislTurnRate,float,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],CMislRaiseRate,float,1,,,,,,,,,,,,,,,
Rules(md).ini,[General],CMislAcceleration,float,0.06,,,,,,,,,,,,,,,
Rules(md).ini,[General],CMislAltitude,int,768,,,,,,,,,,,,,,,
Rules(md).ini,[General],CMislDamage,int,500,,,,,,,,,,,,,,,
Rules(md).ini,[General],CMislEliteDamage,int,500,,,,,,,,,,,,,,,
Rules(md).ini,[General],CMislBodyLength,int,128,,,,,,,,,,,,,,,
Rules(md).ini,[General],CMislLazyCurve,boolean,0,,,,,,,,,,,,,,,
Rules(md).ini,[General],CMislType,AircraftType,0,+,,,,,,,,,,,,,,
Rules(md).ini,[General],ParadropRadius,int,1024,,,,,,,,,,,,,,,
Rules(md).ini,[General],SpotlightMovementRadius,int,2000,,,,,,,,,,,,,,,
Rules(md).ini,[General],SpotlightLocationRadius,int,1000,,,,,,,,,,,,,,,
Rules(md).ini,[General],SpotlightSpeed,float,0.05,,,,,,,,,,,,,,,
Rules(md).ini,[General],SpotlightAcceleration,float,0.005,,,,,,,,,,,,,,,
